GeneID,GSM3589673,GSM3589674,GSM3589675,GSM3589676,GSM3589677,GSM3589678,GSM3589679,GSM3589680,GSM3589681,GSM3589682,GSM3589683,GSM3589684,GSM3589685,GSM3589686,GSM3589687,GSM3589688
100287102,102,33,88,22,31,25,19,62,132,88,19,48,53,61,17,25
653635,5138,2669,4155,2070,2740,2033,1925,3379,1091,2603,1428,3175,2818,5589,1665,2455
102466751,63,30,36,16,32,23,16,31,12,19,9,28,25,36,16,22
107985730,0,0,0,0,2,0,0,0,2,1,0,1,0,0,1,0
100302278,3,2,2,1,4,1,0,2,18,12,2,1,6,1,1,3
645520,1,2,17,1,1,2,1,12,66,48,36,7,5,40,0,0
79501,4,0,0,0,0,4,0,1,38,21,6,5,2,0,2,0
100996442,73,29,24,31,60,29,40,46,41,71,24,51,62,88,40,35
729737,2286,4253,4249,3541,11657,9527,15327,4193,2000,14657,2607,8563,11472,13593,6464,4626
102725121,102,35,86,15,39,22,22,50,104,104,30,64,74,39,22,35
102723897,6173,2537,4962,2808,3988,2183,2334,3793,1512,3593,2081,3754,3404,6205,2482,2534
102465909,100,38,46,26,46,35,19,44,15,27,9,31,33,60,31,36
107985721,0,1,1,1,3,0,0,1,4,2,1,3,0,0,1,0
112268260,5,5,7,5,1,4,11,6,9,2,2,4,9,14,18,9
729759,66,35,51,9,16,23,32,172,57,63,6,54,66,183,2,66
100132287,4470,3326,8659,7814,5473,4016,5443,4289,1437,4847,1243,3129,6210,8242,2361,2539
105378947,0,1,4,2,0,0,0,1,14,3,1,1,0,2,0,1
101928626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113219467,191,60,132,31,78,112,51,94,69,17,31,83,46,44,60,74
81399,172,81,80,24,62,58,76,245,163,115,26,97,150,323,27,148
100133331,8746,3079,7552,7233,6795,3777,5302,5521,1368,3551,1248,3457,5848,9185,1428,3305
107984841,1901,511,1962,1031,2075,1274,1340,698,193,522,138,558,861,1393,230,1013
107984847,2621,729,3108,2352,3655,2271,3249,1440,316,1120,280,848,1345,2537,407,1774
107984849,561,256,639,493,483,298,478,258,103,264,57,353,326,473,203,199
100288069,172,46,122,63,82,34,111,71,25,26,22,71,87,109,69,62
105378580,46,21,38,18,35,27,17,31,30,46,32,32,70,40,26,49
400728,9,2,8,3,6,9,1,5,3,0,1,13,15,9,4,5
79854,49,29,42,35,44,26,62,42,39,23,21,27,43,74,26,35
643837,98,37,18,34,41,30,45,52,23,27,15,41,98,61,24,33
107984850,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1
284593,14,8,1,2,2,1,0,7,19,4,0,0,5,1,0,1
284600,1,0,0,4,3,1,15,1,5,0,0,0,9,10,3,0
100130417,7,0,1,0,2,0,2,6,2,0,0,1,2,11,2,0
107985728,17,0,0,0,0,3,7,8,3,0,2,0,4,22,1,1
148398,193,21,14,15,30,25,35,78,64,48,39,21,32,118,17,19
26155,6483,3238,3738,3793,2770,1011,5041,2628,2673,1142,2161,2102,2424,1436,2984,1288
339451,329,58,81,359,269,133,229,215,142,139,80,197,248,312,191,135
84069,89,18,5,625,141,24,235,97,148,77,27,272,223,167,111,133
84808,16,0,3,285,81,8,53,23,128,43,22,188,61,37,49,671
57801,60,52,16,306,79,20,388,334,198,110,47,87,88,158,55,143
9636,54,44,30,1236,143,77,251,103,399,269,33,251,251,58,134,250
375790,4491,4450,3571,10484,10113,3157,29060,8280,3536,1068,2880,11844,4871,7050,6452,7242
100288175,3,0,6,3,7,1,13,4,7,4,1,8,5,4,8,21
112267874,2,0,3,4,2,1,10,1,7,2,0,2,6,5,12,15
105378948,5,1,14,8,5,3,15,6,3,4,2,7,7,8,9,32
401934,12,0,4,15,1,0,39,5,10,7,3,3,6,14,40,6
54991,271,100,298,211,182,88,238,178,85,92,41,162,147,222,151,162
254099,3,1,7,1,0,0,3,2,1,1,0,0,4,0,1,9
406984,27,3,22,13,0,0,3,41,11,5,3,5,21,26,2,28
406983,30,9,36,14,1,0,7,31,9,1,3,5,20,27,1,16
554210,28,10,36,21,2,0,3,40,2,0,0,11,58,50,3,44
100506376,973,73,383,156,2,112,252,4500,397,209,253,96,301,3371,15,548
254173,312,31,121,74,3,27,54,1714,110,89,42,38,194,1080,6,115
8784,13,45,22,247,49,32,169,138,81,84,23,57,178,86,24,69
7293,7,43,37,19,53,26,18,53,61,55,9,28,31,52,38,12
51150,2389,1449,1111,1721,1636,1441,3398,1894,901,937,2086,980,1105,849,971,523
126792,35,33,35,28,27,18,53,39,25,7,14,39,56,43,40,29
388581,22,41,7,47,20,5,11,8,70,41,16,23,106,24,27,16
118424,744,446,420,495,476,298,570,488,215,191,352,394,652,465,415,461
101928895,1,2,7,2,3,3,3,4,1,0,0,1,6,7,2,6
6339,16,25,38,38,62,41,66,95,70,47,21,29,59,128,57,130
116983,1002,738,1279,1633,692,550,1164,1011,223,453,301,898,1639,1587,875,1653
102465434,5,6,7,12,3,2,2,9,4,2,1,1,5,5,3,4
109623456,2,1,4,2,0,0,1,0,0,0,0,2,7,3,1,5
126789,265,115,162,215,89,61,159,140,74,76,34,83,150,114,105,100
54973,2233,1412,1827,1600,1319,613,1498,1618,386,525,595,994,1185,1312,1117,930
102465435,2,3,5,3,1,1,4,5,1,0,1,3,3,4,2,1
80772,149,148,152,237,128,77,285,171,111,52,51,193,172,126,111,86
83756,402,82,731,82,210,38,48,109,160,113,35,86,173,113,136,90
1855,2742,916,1764,1560,815,465,1519,1167,277,462,445,1624,1190,997,1639,1122
102466740,1,0,3,3,0,0,0,1,3,3,2,14,6,19,14,7
54587,254,749,389,1031,588,690,1052,1006,113,373,271,561,347,967,447,428
54998,438,496,347,351,294,173,896,355,199,193,299,230,233,212,263,158
81669,3718,1973,3587,2722,2935,1506,3084,3323,683,1320,1474,3040,4140,5073,2153,3172
148413,158,108,152,78,107,57,145,110,58,47,57,93,159,132,113,104
55052,787,768,636,608,444,230,872,609,481,265,754,283,422,318,431,271
107984868,7,2,1,3,1,0,0,6,1,0,0,2,12,8,0,8
441869,80,29,6,71,6,8,39,212,85,20,50,5,85,154,44,110
105378585,0,1,0,3,0,1,1,3,4,1,1,0,0,4,0,2
643965,11,1,0,2,0,0,13,2,10,6,1,0,1,4,0,0
102724312,4,3,6,1,0,0,3,6,1,0,0,2,6,5,9,2
107985729,2,1,5,1,1,0,4,1,3,1,0,2,3,7,10,7
64856,212,147,114,217,103,47,494,351,45,33,173,127,184,232,221,259
219293,219,101,175,143,71,29,275,112,125,107,84,153,305,163,176,269
83858,3862,1495,4273,2377,1212,698,3366,1601,782,1082,855,1670,1910,2382,1832,1296
55210,4171,1820,3638,2010,1298,659,4690,1532,850,782,924,1352,1629,1387,1546,1202
339453,9,22,19,14,37,7,16,25,54,27,17,14,22,23,7,13
29101,1667,1206,1136,1154,1195,538,2214,1052,759,443,1209,690,1044,705,907,847
643988,0,21,17,11,1,7,25,12,13,6,5,16,19,4,11,4
105378586,0,10,10,6,2,4,16,4,13,5,4,4,8,1,2,2
142678,710,626,734,555,651,691,1037,872,337,367,291,420,754,1062,350,658
8510,46,75,89,49,81,547,337,110,130,93,107,57,104,168,22,22
984,4554,3151,3152,2863,3523,1767,3714,3825,2084,3551,3543,2171,2180,2767,2030,1955
728661,2996,1446,2006,1931,2484,1309,1696,2698,384,1070,834,2306,2082,4713,1812,2797
8511,37,69,89,48,72,503,314,93,163,84,96,50,81,145,19,15
728642,3739,1968,2388,2260,3047,1653,2768,3028,1778,2369,2999,1847,2002,2809,1810,1278
9906,2207,953,1483,1335,1861,789,1412,2414,301,803,782,1573,2180,3282,1402,2168
112268218,13,4,8,6,8,5,3,8,2,0,4,9,7,20,19,6
65220,2358,1016,1143,1440,1842,1288,1462,1223,297,1276,1078,766,897,1126,2590,849
2782,8179,5448,5293,6823,6617,6475,8084,6165,3037,4995,6572,4191,5421,2451,2700,3231
105378949,5,12,4,1,5,1,0,2,0,1,2,4,2,4,0,1
163688,6,6,5,16,22,7,4,29,14,1,2,6,13,15,13,33
339456,125,12,5,12,32,3,19,84,40,14,8,9,5,36,23,166
85452,42,3,8,68,1,41,7,2487,70,57,154,17,33,1214,71,56
107984872,1,0,1,4,0,2,0,106,5,3,4,0,3,50,4,6
105378589,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0
2563,23,29,63,22,14,1,31,63,61,32,19,23,30,22,33,74
105378590,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
105378591,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
5590,1166,554,360,973,702,81,1559,1049,255,147,1012,586,568,693,615,368
100506504,16,5,5,3,8,1,0,4,1,1,1,8,11,9,8,5
199990,380,257,302,408,365,221,515,437,123,135,318,308,284,396,260,245
112268219,25,19,26,30,15,12,30,34,14,17,13,43,28,60,28,38
105378593,0,0,0,0,0,0,4,3,2,0,0,1,3,5,0,0
6497,2077,1614,1210,1951,1423,2362,3612,2851,758,2386,1502,2208,1535,2528,1279,1272
79906,133,179,212,308,252,85,387,1126,198,58,152,226,194,934,296,420
100129534,0,2,3,9,3,1,5,20,3,0,0,6,13,33,9,29
11079,1849,1712,1527,2269,1891,1337,2417,1859,588,444,1101,1612,2544,1193,1862,1911
5192,230,291,211,249,169,119,400,238,90,72,103,251,271,216,313,174
9651,50,124,41,1761,318,240,270,3321,457,216,170,1612,2153,2420,118,53
55229,777,605,494,753,652,413,558,819,239,475,315,482,682,701,388,478
388585,8,0,3,3,0,0,7,6,11,2,1,3,4,5,2,2
115110,15,62,65,58,156,167,170,215,22,76,66,76,52,170,38,38
8764,96,519,440,444,1231,1323,774,1349,89,499,457,611,483,1444,380,388
100996583,0,0,0,0,0,3,0,1,2,0,1,4,0,2,0,3
127281,28,73,70,89,119,85,330,167,45,31,56,103,65,73,40,77
79258,6,6,10,18,9,11,23,25,72,39,19,10,10,19,3,31
105378597,0,0,1,0,1,0,0,0,1,0,0,0,2,3,0,0
100287898,7,22,6,3,12,14,7,54,24,12,9,7,16,73,7,17
105378603,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
105378602,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,1
105378601,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,1
112268220,0,0,0,0,0,0,0,15,0,0,0,1,0,16,0,6
107985732,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,3
105378600,0,0,0,0,0,0,0,14,0,0,0,1,0,17,0,4
105378598,0,0,0,2,1,0,0,57,0,0,1,0,0,48,0,10
107984904,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,5
105378599,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,2
140625,0,3,2,0,0,0,0,0,17,5,3,0,0,0,0,0
440556,0,1,1,0,1,0,4,8,28,9,10,1,1,20,2,48
63976,7,40,21,17,19,10,491,230,215,153,327,14,22,412,18,399
100422968,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
105378606,0,0,0,0,1,1,2,4,2,0,0,0,1,10,0,12
107984909,0,0,0,0,0,0,2,1,3,1,2,0,1,3,1,5
105378605,1,0,0,0,0,0,1,0,2,0,1,2,0,4,1,14
105378604,2,2,4,0,2,1,14,15,5,1,1,4,3,36,5,44
27237,1872,422,406,391,405,90,762,898,270,33,184,187,1043,583,359,636
1953,263,502,48,1206,377,1535,2087,1242,327,336,332,969,3638,2083,335,447
105378608,2,0,1,0,0,3,6,2,6,2,1,0,14,10,5,0
693135,0,0,0,1,0,0,0,1,1,0,1,1,3,2,0,0
105378607,0,0,0,0,0,0,1,0,1,1,0,0,1,3,1,0
127262,275,415,139,301,416,285,534,564,237,193,295,212,441,176,179,171
49856,617,348,314,317,451,211,352,393,211,167,289,281,504,353,243,332
7161,12,84,32,212,75,17,81,1328,212,51,92,189,215,482,18,109
105378610,0,1,0,2,1,0,0,0,2,0,0,0,2,0,0,4
105378609,0,0,0,0,0,1,0,6,0,0,0,2,0,5,0,3
57212,493,112,34,120,206,183,321,424,13,64,100,192,114,430,182,301
148870,5,2,5,0,10,1,4,6,41,15,4,4,3,15,0,7
388588,5,5,6,3,3,4,25,16,6,12,10,2,5,13,5,30
57470,824,721,1220,582,607,330,1067,751,309,252,500,472,824,643,626,637
9731,2239,1740,1850,1226,1630,994,1911,1986,998,567,1499,1000,1923,1338,1074,1227
1677,170,132,204,74,174,90,188,150,62,51,77,100,100,164,82,100
107984910,4,0,5,0,1,0,0,0,1,0,0,2,3,3,1,0
339448,687,724,437,385,559,350,725,660,598,295,683,368,520,338,364,243
100133612,9,0,0,1,4,2,1,1,1,0,0,1,0,2,2,1
728716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376672,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
105376673,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
284661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107985376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55966,49,7,16,23,17,3,23,28,42,14,3,12,29,19,11,6
105376680,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102724429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105376681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984911,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0
105376686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100616421,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
261734,1604,699,918,420,873,437,856,900,228,431,416,588,680,1062,688,944
8514,409,737,540,400,1655,3098,363,812,129,1265,727,366,459,772,370,197
26038,75,5,21,29,11,8,16,18,103,71,26,18,18,25,27,82
105376687,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6146,11318,8015,14261,5277,5519,2831,10609,7288,9681,5840,12302,3109,4886,2068,6638,2920
107985733,56,49,47,56,88,27,99,96,57,34,62,36,36,79,102,30
102724450,0,0,0,1,0,0,2,4,1,0,0,2,0,2,3,0
388591,221,171,191,319,793,111,541,778,105,26,98,241,203,689,419,164
23463,693,570,505,425,446,222,674,640,230,75,341,491,690,344,582,808
148645,2,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1
390992,0,0,0,0,0,0,1,0,15,6,6,0,2,0,0,0
387509,179,39,35,76,69,47,100,128,58,49,21,483,216,123,240,84
11332,818,1266,759,1139,483,411,918,588,548,548,388,1031,584,281,606,516
54626,6,7,2,44,55,5,26,30,46,10,12,119,72,17,29,0
83715,64,196,1333,1023,694,42,1607,1503,598,868,71,848,1249,944,121,363
100422975,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
8718,115,240,1618,533,204,65,185,566,107,130,61,503,755,552,445,352
57449,666,1255,4187,2650,406,216,1224,2693,505,544,396,3005,2448,2893,823,996
79707,1509,818,953,659,1097,431,859,976,465,298,619,843,1268,880,827,724
80835,11,4,1,3,8,4,5,16,26,8,5,11,10,21,7,77
107984912,1,1,0,0,2,1,3,3,6,3,2,3,3,6,1,14
3104,555,347,491,247,523,348,499,677,118,273,269,360,568,955,325,545
9903,161,241,104,241,257,147,221,389,77,256,76,282,322,334,248,269
107984913,1,0,1,4,3,1,0,8,1,0,0,4,5,7,2,2
148479,528,363,272,324,313,227,428,275,183,176,230,232,298,209,287,333
90326,373,199,246,157,243,129,178,225,115,125,129,168,250,260,136,168
55735,2317,1948,2099,1292,1712,698,1878,1450,1035,528,1316,940,1370,1092,1482,944
100505887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110841581,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,1
23261,647,440,526,450,373,361,453,468,448,673,457,297,550,460,247,684
105376692,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
102725193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101928836,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
105376691,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
105376689,2,0,1,1,2,4,0,1,1,0,0,3,4,4,1,7
9341,474,736,256,497,595,669,576,678,317,421,779,405,545,322,334,297
8863,3427,1873,285,5643,827,1916,649,3503,652,402,471,1310,1388,4012,229,2731
10911,6,40,4,17,146,4,75,77,7,136,184,86,62,52,12,11
3604,5,83,7,78,228,54,90,37,19,40,86,22,52,32,66,2
11315,7176,6998,5610,4627,5211,3033,15062,6347,3950,4966,8927,3325,3919,2285,4071,4808
54206,1607,882,157,1245,792,4014,5207,1221,356,6387,2362,3119,2015,1287,8064,3106
107984915,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1
102724539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105376695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50651,46,14,8,18,33,91,211,70,78,84,16,54,15,51,29,23
473,19578,3712,5416,4572,4751,2916,3947,6939,1894,1925,3467,2455,3458,4643,2757,3652
102724552,3,2,3,2,1,0,2,4,0,0,1,2,7,8,3,7
106632271,3,1,1,0,0,0,0,0,1,0,0,1,0,2,1,0
2023,37722,62594,22677,23203,29572,30492,84807,14010,19785,16239,28659,15082,28381,5562,34609,23985
102465436,19,16,11,8,12,6,12,5,3,10,8,5,16,13,45,14
100505975,2,0,2,0,0,0,2,0,4,3,0,2,3,1,4,1
112268261,0,1,0,0,1,0,0,1,3,0,0,1,2,0,0,0
765,5,5,4,5,1,0,0,30,17,8,0,44,9,8,1,0
155184,1,12,68,5,0,0,2,4,32,12,6,0,1,5,6,5
6518,48,563,162,110,1106,2234,45,65,83,183,184,45,249,165,303,325
80045,589,202,281,165,275,71,163,108,57,45,58,153,292,161,527,171
106614088,36,53,41,54,75,60,31,42,12,21,15,47,59,124,90,77
407040,6,11,4,10,11,8,4,6,3,1,3,4,1,8,7,3
102724571,5,13,16,11,15,11,9,6,9,10,6,10,9,26,13,19
9563,1043,2054,1377,2631,9649,2022,3584,4712,752,702,1308,2530,3018,4233,2270,2307
80176,94,328,50,125,231,125,446,390,147,107,198,186,234,345,353,207
100506022,2,1,0,0,0,0,0,3,1,0,0,1,3,1,0,1
84275,407,304,401,219,76,54,94,125,136,77,131,91,358,120,190,129
199953,319,445,506,213,147,75,154,215,104,51,28,137,317,175,220,166
107985734,1,2,3,1,1,0,1,2,0,0,0,0,2,3,2,1
105376712,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1
5293,244,1407,375,751,3639,3259,1757,3130,316,3432,1358,1554,1488,2186,891,370
644997,7,39,34,26,140,123,10,106,8,23,5,18,105,145,28,8
101929074,0,0,0,0,5,4,2,6,0,0,0,2,7,3,2,0
22883,6492,7140,3961,9063,5287,3091,12825,13426,5232,1248,3732,6299,9404,3780,3984,5529
56998,129,128,206,254,75,48,202,153,41,58,65,411,274,83,103,126
105376717,41,43,68,87,24,22,64,49,16,14,21,123,69,18,41,41
84328,504,578,443,323,383,263,392,396,387,393,354,285,657,206,300,320
64802,70,114,95,133,141,111,116,127,63,28,129,84,207,74,66,93
113391335,2,2,0,2,3,0,0,3,0,0,0,2,7,1,2,8
100847055,1,0,0,0,1,0,0,1,0,0,1,0,0,2,2,1
116362,31,350,128,70,27,46,74,107,421,529,97,30,149,65,17,11
10277,6683,4840,3655,3800,4285,2146,2642,3834,1609,1191,2309,3198,5502,3157,2926,2786
23095,15458,8722,4670,7158,9154,7071,5947,6155,5306,7117,6125,6757,9102,6741,7784,14449
105376725,12,5,1,2,3,4,1,4,2,0,2,4,9,9,5,3
5226,4379,24830,1300,4757,3973,4251,5125,2373,12731,4450,6470,1385,2188,1673,4560,974
100526739,132,71,70,51,59,21,72,121,67,22,70,33,59,69,39,52
378708,131,69,69,48,56,20,67,118,67,20,69,29,51,65,38,51
1325,3,5,7,5,5,1,5,5,1,3,2,4,15,8,6,5
1676,718,768,744,348,345,194,600,459,522,115,487,302,469,312,455,214
5195,1303,1166,876,790,858,509,1081,1091,446,454,821,515,873,723,549,476
54897,7695,964,1805,2408,750,187,708,3600,643,552,1036,1782,1911,1972,626,1677
105376733,0,0,0,0,0,0,0,4,1,0,0,1,0,3,0,0
105376735,5,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0
148345,12,15,12,9,37,20,2,10,21,4,5,3,9,16,8,13
23435,7081,4028,4856,3008,3488,2178,3422,4139,2554,1899,2635,2794,4843,3411,3051,3158
10747,95,56,81,66,81,47,17,100,43,9,14,68,335,180,26,136
6723,1013,768,612,423,584,330,836,380,148,188,339,301,544,244,648,234
5394,4141,2173,2724,1363,2395,1394,2182,2612,1269,893,1532,1728,2282,1879,1819,1708
105376736,43,21,29,17,33,11,22,30,14,20,24,40,40,30,36,32
2475,13930,5862,4644,4622,6157,2687,6628,5521,2191,2035,3706,4333,6451,5925,5170,5588
100873935,201,99,51,75,78,37,105,79,27,28,44,68,77,90,82,79
10218,162,87,65,57,88,31,123,115,13,30,26,88,139,161,75,108
29914,1207,795,608,659,996,281,868,896,316,223,318,564,708,599,510,429
105376737,1,1,0,0,0,0,1,4,0,0,0,1,0,2,0,0
105376739,0,0,0,0,0,0,0,2,1,0,0,0,0,6,0,0
105376740,1,0,0,0,0,0,0,3,1,0,0,0,0,16,0,0
57540,33,2,35,7,64,1,28,12,89,37,12,3,14,17,2,334
112268221,7,1,10,0,12,0,9,4,11,4,2,0,1,6,0,50
101929181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26232,73,3,10,10,718,16,588,174,46,29,105,46,10,60,88,9
93611,288,125,280,97,542,194,313,392,70,94,82,206,156,439,130,97
26270,98,165,146,175,421,205,219,259,42,81,114,92,270,240,167,87
10459,632,339,288,280,557,194,1041,342,186,326,316,337,413,287,309,310
374946,35,3,2,4,13,4,1,2,46,13,6,6,3,9,2,1
57085,190,301,348,257,840,563,430,438,53,206,228,385,245,311,656,171
284498,36,44,23,38,77,58,23,59,58,42,44,49,65,124,53,45
102724659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4524,916,885,485,960,1740,1182,612,1354,196,707,786,824,982,1869,1006,814
1185,1139,625,705,618,923,601,551,887,106,338,462,592,731,1341,488,610
100379251,52,23,15,31,36,31,29,51,4,26,22,44,56,114,28,30
4878,63,50,29,58,58,47,54,88,12,40,30,54,92,178,41,51
4879,1,1,0,0,0,3,0,0,6,1,0,1,2,3,1,0
26829,0,0,0,0,0,1,2,2,3,3,0,2,4,1,2,1
90231,861,855,1164,858,954,668,1251,932,265,277,390,520,786,433,761,567
5351,4736,6736,6684,6243,6777,17670,13033,3768,1669,1906,7101,4637,5705,2699,4215,4235
9927,5945,5145,4191,6576,5390,3451,6113,5657,1956,7597,3283,4051,7225,2917,6590,5526
60672,537,247,252,354,422,251,280,300,95,372,188,240,293,446,250,167
102466982,7,0,2,3,7,4,2,2,7,7,2,2,1,5,1,1
943,3,41,27,27,80,95,17,23,26,90,30,40,39,27,32,0
102465836,0,2,1,1,7,13,1,4,1,11,5,0,0,0,1,0
7133,91,544,205,300,2025,4223,327,1094,97,4775,1068,314,418,698,420,116
100616438,0,1,0,1,2,6,2,3,14,33,3,1,2,4,0,0
107984917,0,0,0,0,1,2,0,2,0,2,1,0,0,2,0,0
55187,7060,6071,5543,7708,13614,5688,6358,11912,3114,5736,7226,10518,18030,17581,7186,11547
677885,25,22,15,21,25,13,33,27,24,29,28,37,107,92,45,59
105376744,0,0,1,1,3,4,0,1,1,1,0,2,5,7,1,0
9249,614,1626,381,1807,820,1369,1249,2462,238,265,900,255,1506,1088,838,292
102466722,2,2,2,3,3,2,2,4,4,3,0,1,4,12,3,0
343066,1,0,34,0,0,0,0,0,7,5,2,0,0,0,0,0
126767,0,0,1,0,3,1,0,2,11,8,0,11,0,0,1,3
93190,1,0,0,9,0,3,0,439,4,1,45,2,0,183,0,0
390999,0,0,7,0,4,1,0,1,51,4,4,1,0,0,0,0
65121,2,0,6,0,2,0,0,0,51,34,7,0,0,0,0,0
105376745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440560,1,115,43,0,0,4,0,0,141,60,28,9,12,12,0,0
343069,3,0,1,0,0,1,0,0,38,16,11,1,1,0,1,7
65122,0,0,2,0,4,2,1,0,67,30,3,2,0,0,1,4
400735,1,51,37,0,0,0,0,0,157,68,35,0,9,0,0,7
343071,1,0,1,0,1,0,0,0,109,29,6,2,2,0,0,0
441871,1,0,0,0,13,1,0,0,105,17,11,0,2,2,2,0
440561,1,17,15,0,0,0,0,0,145,49,32,0,12,15,0,7
101929983,1,27,25,1,30,0,0,0,97,45,12,0,8,1,2,0
649330,0,0,0,0,0,0,0,0,13,15,6,0,1,0,0,0
441873,1,41,20,0,1,0,0,0,199,80,26,0,7,1,0,6
649324,1,0,14,0,1,2,1,0,70,13,5,0,2,2,0,0
440563,4,1,2,1,2,0,3,2,25,20,14,1,2,0,0,1
645354,1,0,14,0,1,1,1,0,40,13,6,0,2,2,0,0
645359,1,23,14,0,0,0,1,0,129,45,28,0,5,1,0,7
101060301,1,1,2,0,2,0,2,1,26,15,12,0,0,0,1,2
343070,1,14,6,1,0,2,2,0,133,48,14,0,2,1,2,0
400736,0,4,1,0,1,0,0,0,34,10,2,0,0,6,0,0
391003,1,0,0,0,6,0,0,1,91,31,20,0,11,4,1,0
343068,1,40,16,0,0,0,0,0,205,60,23,0,8,0,0,1
391002,1,34,1,0,13,0,0,0,112,29,13,0,3,13,3,0
645382,0,0,40,0,0,0,0,1,83,31,5,0,1,0,0,5
653619,0,73,0,0,0,0,0,0,122,73,20,3,1,0,0,0
729528,0,35,0,0,0,0,0,0,69,28,7,0,0,4,0,0
645414,2,0,0,0,14,0,0,0,82,67,20,2,1,0,0,0
391004,0,49,59,0,0,0,0,0,84,38,5,4,14,0,2,0
645425,7,0,88,2,30,4,2,1,144,32,27,11,2,0,0,4
126755,0,0,0,0,3,0,0,0,18,14,3,1,4,1,1,35
102724856,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3
107984918,0,0,0,0,0,0,0,0,8,6,2,0,2,1,1,13
10630,13,264,84,258,423,788,112,460,409,74,609,171,345,268,186,80
107984919,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
105378612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7799,4837,2038,2159,2683,4137,2224,1458,4224,1855,1816,2771,2129,4079,4079,1754,1682
23254,44,38,392,322,249,113,52,701,156,190,130,167,594,683,397,107
107985467,1,1,1,9,0,1,1,15,15,0,0,4,52,24,1,3
107985468,0,0,0,0,0,0,0,0,1,1,0,0,14,5,1,0
105376762,1,1,0,3,0,0,0,7,2,0,0,3,19,8,0,1
105376759,0,1,1,4,14,0,0,22,1,0,2,5,35,46,2,3
107985469,0,0,0,2,1,0,0,5,1,0,0,1,6,6,0,0
200197,4,6,139,8,13,33,7,21,6,3,8,19,46,36,12,7
55092,74,139,1328,190,357,716,267,171,45,81,203,195,130,156,112,87
727684,52,74,1099,122,173,411,122,74,23,114,93,179,188,222,144,146
114827,26,309,708,342,953,2355,218,5243,157,81,1355,244,327,3642,159,447
101927417,2,15,38,23,56,119,18,74,8,4,34,21,29,83,12,21
101927441,2,10,8,11,24,38,7,37,12,3,2,17,26,45,11,2
79180,910,1908,1185,4767,4694,3079,5889,3281,574,4905,3340,1487,2095,1241,1156,312
11330,5,2,4,4,12,11,6,7,40,29,9,11,55,12,4,8
63036,3,2,10,6,16,7,0,7,20,8,5,2,15,12,3,11
105376767,1,0,2,2,0,0,0,0,1,1,1,1,4,1,0,0
